Name,Surname,CNP,ClientID,Password
Gabriela,Barbu,2811030048821,5980,056721
Gabriel,Barbu,1920903022701,5981,421223
Alina,Oprea,2990207130956,5982,769418
Cristian,Stoica,1790925039591,5983,293547
Iulian,Dumitrache,1940415152879,5984,868977
Andreea,Dumitrache,2880416376571,5985,742503
Catalin,Gheorghe,1850109036785,5986,204579
Adrian,Dumitrache,5010311145413,5987,556682
Iulian,Radu,1950816424167,5988,151538
Octavian,Popescu,1640923170262,5989,507315
Simona,Popescu,2570622271855,5990,004650
Elena,Constantin,2720530187953,5991,364099
Gabriel,Ionescu,1721206307872,5992,667082
Dragos,Barbu,1840916048506,5993,688213
Ion,Radu,1631116098634,5994,025866
Alexandru,Georgescu,5011212026125,5995,826862
Doru,Popescu,1611202264301,5996,057946
Daniel,Georgescu,1931129073801,5997,553809
Maria,Dragomir,2710704348377,5998,451666
Doru,Georgescu,1900609245871,5999,368779
Florin,Stoica,1890626144631,6000,854572
Victor,Barbu,1851026318931,6001,068300
Adrian,Barbu,1721216111584,6002,712481
Gabriela,Radu,2640510393919,6003,497600
Alina,Mihai,6000418151268,6004,808601
Eugen,Stoica,1730105169249,6005,776106
Daniela,Ionita,2880404362576,6006,895875
Alexandru,Dumitru,1800421074667,6007,436531
Marius,Gheorghe,1971130360435,6008,113417
Alina,Popa,2880919377705,6009,337191
Cristina,Dumitru,2651210425703,6010,619646
Gabriel,Barbu,1790306376484,6011,638062
Mihaela,Dumitru,2671225233801,6012,006754
Adrian,Stancu,1740102179756,6013,141752
Catalin,Mihai,1880901192980,6014,463193
Adrian,Popescu,1711010300697,6015,101066
George,Barbu,1930904330994,6016,189100
Ion,Dinu,1891009037947,6017,177608
Andreea,Dumitrache,2660501093767,6018,076296
Ioana,Constantin,2920212037422,6019,604746
Daniela,Ionescu,6041027291896,6020,775424
Marius,Mihai,1760922228345,6021,848452
Ion,Dumitrache,1680813299157,6022,463851
Iulia,Stancu,2910423180241,6023,037611
Doru,Georgescu,1570515095409,6024,324649
Corina,Dinu,2620706307391,6025,709071
Costel,Barbu,1911207358237,6026,628369
Marius,Dinu,1951203399256,6027,479783
Florin,Constantin,1620420046395,6028,865962
Elena,Oprea,2690108032330,6029,809532
Mihaela,Popescu,2700124079239,6030,158661
Corina,Radu,2921217158091,6031,379636
Corina,Stoica,2991007044319,6032,101788
Mihaela,Gheorghe,2631013034465,6033,183673
Mihaela,Radu,2660625321665,6034,649215
George,Dumitru,1641103412574,6035,569463
Maria,Barbu,2590316405191,6036,384298
Marius,Vasile,1870704157270,6037,603233
Octavian,Radu,1971215172265,6038,941560
Marius,Ionita,1870528278057,6039,057801
Gabriela,Tudor,2780416198734,6040,327298
Gabriel,Georgescu,5010328208910,6041,518541
Dragos,Stoica,1830617429021,6042,420658
Ion,Dumitru,1590606379322,6043,496408
Corina,Popescu,2761116300341,6044,947172
Simona,Dinu,2810407212525,6045,440714
Viorica,Dobre,2910215354230,6046,914528
Dragos,Georgescu,1920729327307,6047,529620
Diana,Vasile,2950821163914,6048,009748
Cristina,Barbu,6030109084990,6049,997229
Gabriela,Georgescu,2910407182528,6050,264774
George,Vasile,1870725339192,6051,325012
Corina,Barbu,2820417359242,6052,399173
Ioana,Gheorghe,2620723236830,6053,889588
Octavian,Stancu,1810806281903,6054,300849
Gabriela,Dumitru,2940406391508,6055,147720
Andreea,Gheorghe,6020818144208,6056,311994
Stefan,Dragomir,1560411232772,6057,401334
Eugen,Dumitru,1780717143087,6058,430180
Ion,Popa,1941206401920,6059,749766
Adrian,Popa,1791125315771,6060,097705
Victor,Ionescu,1770622078016,6061,815002
Iulia,Ionita,2880612396230,6062,397512
Costel,Barbu,1741021226113,6063,238533
Liliana,Mihai,2691013334310,6064,299600
Alina,Ionescu,2590509366094,6065,097861
Iulian,Radu,1870218251328,6066,407126
Roxana,Ionescu,2790614031741,6067,284528
Ana,Ionescu,6010518085926,6068,952090
Roxana,Vasile,2760330191728,6069,518575
Mihai,Georgescu,1870421195438,6070,547022
Liliana,Dumitrache,2780804192569,6071,892099
Diana,Dobre,2700428137048,6072,998684
Cristina,Vasile,2580823138027,6073,526901
Maria,Barbu,2780819285130,6074,973974
Mihaela,Dumitru,2551216043263,6075,832224
Diana,Mihai,2940913038744,6076,111893
Adrian,Georgescu,1591208397528,6077,440321
Daniel,Dumitrache,1911216415774,6078,522431
Daniela,Dumitru,6001223392722,6079,640279
Viorica,Georgescu,6020717171830,6080,715693
Octavian,Popescu,1670917163850,6081,961268
Daniela,Ionita,2710228227628,6082,763578
Eugen,Georgescu,1870819371225,6083,490521
Eugen,Vasile,5040215189243,6084,104777
Viorica,Popa,2630425120224,6085,386685
Valentin,Ionescu,1581030178277,6086,507157
Gabriela,Oprea,2910620140188,6087,702771
Andreea,Ionita,2920726246181,6088,994963
Mihai,Stoica,1611224341361,6089,122223
Dragos,Constantin,1640509339534,6090,646562
Gabriel,Stoica,1681217234381,6091,752908
Roxana,Popa,2800201252741,6092,585349
Ioana,Ionescu,2870330190894,6093,847395
Viorica,Stancu,6031023169651,6094,655697
Maria,Georgescu,2600514098357,6095,004356
Florin,Dobre,1610625193510,6096,232611
Valentin,Vasile,1950315323514,6097,705368
Gabriel,Mihai,1750724239360,6098,968035
Ion,Tudor,1860514211347,6099,485160
Maria,Oprea,2560209330782,6100,661291
Andreea,Vasile,2730518418439,6101,844663
George,Ionita,1640109068351,6102,894564
Costel,Oprea,1651019313295,6103,150479
Octavian,Dumitru,1970801215784,6104,769436
Cristina,Dumitrache,2690206403468,6105,044687
Raluca,Dobre,2770607035059,6106,651372
Stefan,Barbu,1800529030439,6107,646560
Iulian,Dragomir,1690609209452,6108,690446
Viorica,Dragomir,2920527246865,6109,502623
Adrian,Popa,1990817348485,6110,514148
Valentin,Gheorghe,1681105074483,6111,334931
Laura,Mihai,2630406106070,6112,994924
Catalin,Georgescu,1830313270766,6113,220681
Gabriel,Dumitru,1640526175580,6114,126770
Daniel,Dinu,1611221048911,6115,557230
Mihai,Ionita,1910318090538,6116,228879
Eugen,Ionita,1750528404813,6117,439213
Mihai,Gheorghe,1781012319394,6118,459150
Ion,Georgescu,5001014151191,6119,575469
Gabriel,Popescu,1670222222340,6120,860761
Ioana,Popescu,2961017170087,6121,368998
Catalin,Dumitrache,1550225265324,6122,073211
Andreea,Constantin,2920927119797,6123,830769
Liliana,Popescu,2561026370710,6124,592314
Victor,Constantin,1770321142137,6125,149036
Iulian,Popescu,1571119228338,6126,796734
Cristian,Oprea,5040102357872,6127,355639
Victor,Georgescu,1690804297116,6128,243794
Diana,Stancu,2791122106455,6129,788422
Eugen,Tudor,1881219133711,6130,665058
Mihaela,Barbu,2820625360355,6131,279715
Doru,Tudor,1920710324723,6132,145783
George,Constantin,1860614327431,6133,855141
Ana,Tudor,2791118265196,6134,718343
Viorica,Ionita,2570419412648,6135,720472
Doru,Popescu,1821015158224,6136,729009
Mihaela,Dobre,2701102324522,6137,525514
Alexandru,Ionescu,1900926360410,6138,914680
Elena,Dragomir,2581213303715,6139,833553
Ana,Gheorghe,2811209360433,6140,532846
Mihaela,Ionescu,2960729132335,6141,649180
Gabriela,Dragomir,2870904017681,6142,460819
Raluca,Popa,2630223412387,6143,385221
Simona,Gheorghe,2660417103932,6144,960426
Simona,Dumitru,2550919153938,6145,676041
Diana,Radu,2880815364126,6146,281430
Raluca,Radu,6011117259190,6147,894046
Ioana,Dinu,2840730396472,6148,656215
Ioana,Stoica,2840424041419,6149,514998
Andreea,Dinu,2810423266414,6150,306996
Gabriel,Tudor,1970529276589,6151,673997
Octavian,Tudor,1990531043128,6152,804660
Catalin,Dragomir,1680307407875,6153,349702
Cristina,Dumitru,2790215173106,6154,923151
Eugen,Constantin,5040106379881,6155,215570
Ion,Mihai,1921020233831,6156,963696
Costel,Popa,1961021094698,6157,076472
Gabriel,Dobre,1790318143374,6158,619814
Elena,Vasile,2560601145731,6159,266808
Mihaela,Gheorghe,2561214060881,6160,524352
Doru,Radu,1880322189419,6161,802215
Mihaela,Mihai,2950818219351,6162,270127
George,Constantin,1920310158390,6163,788364
Ioana,Mihai,2770301245533,6164,006359
Adrian,Vasile,1870917099173,6165,855748
Iulia,Constantin,2690123405188,6166,425085
Dragos,Ionescu,1900410207714,6167,442668
Daniel,Stancu,1860217099331,6168,897815
Laura,Ionescu,2840925028928,6169,774234
Diana,Mihai,6001209195628,6170,228918
Alina,Vasile,2880928222943,6171,245233
Iulia,Dragomir,2971206031760,6172,566754
Cristian,Popescu,1860321116042,6173,863495
Catalin,Dumitrache,1860318253036,6174,781837
Gabriel,Mihai,1620425422231,6175,264740
Corina,Radu,2970213259052,6176,243765
Ion,Constantin,5031003238527,6177,832999
Cristian,Stancu,1580118245155,6178,097285
Alexandru,Stancu,1850116151504,6179,611049
Roxana,Dinu,6040317331365,6180,143902
Daniel,Stancu,1961218200951,6181,108012
Simona,Radu,2630627011569,6182,000374
Iulia,Barbu,2830728366954,6183,351784
Stefan,Mihai,1601003138078,6184,869310
Dragos,Dumitru,1670717304295,6185,096141
Maria,Dobre,6010125220968,6186,131569
Raluca,Tudor,2870517129684,6187,047456
Viorica,Constantin,2610911012344,6188,713786
Alexandru,Vasile,1910111385190,6189,007926
Ioana,Dinu,2800321032865,6190,406191
Adrian,Oprea,1820507303014,6191,407433
Mihai,Mihai,1650426354406,6192,159602
Dragos,Popa,5021209292728,6193,593815
Ion,Dumitru,1620929281944,6194,580166
Alexandru,Mihai,1721027383503,6195,583015
Gabriel,Constantin,1930626030814,6196,644762
Cristian,Constantin,5020703042061,6197,554848
Gabriela,Georgescu,2850124037583,6198,809567
Iulian,Ionescu,5000711259822,6199,950854
Cristina,Oprea,2790222400741,6200,898412
Stefan,Dumitrache,1990524253442,6201,552314
Roxana,Ionita,2641207103248,6202,358598
Doru,Tudor,1610519304075,6203,435789
Iulia,Stoica,2910206251158,6204,521376
Marius,Dragomir,1701103381011,6205,519935
Raluca,Dobre,2891206233149,6206,371420
Gabriel,Barbu,1740813152701,6207,613826
Marius,Dobre,1951213088701,6208,254540
Iulian,Gheorghe,1730411195881,6209,782479
Catalin,Dumitrache,1870619207215,6210,461573
Adrian,Vasile,5030227070901,6211,345790
Iulia,Constantin,6000830192633,6212,571553
Gabriel,Stoica,1951230179920,6213,595085
Cristian,Georgescu,1590430222831,6214,422316
Victor,Dobre,1690917128304,6215,637430
Costel,Radu,1950307106962,6216,387016
Corina,Dragomir,2600905397887,6217,913206
Elena,Vasile,2841201061688,6218,097733
Corina,Tudor,2740303080287,6219,251405
Iulian,Ionescu,1560313264534,6220,264370
Dragos,Stoica,1890408087733,6221,165347
Dragos,Popa,1720903193018,6222,140370
Doru,Dinu,1591012327641,6223,692938
Doru,Dinu,1950506074177,6224,572612
Gabriel,Dragomir,1780714061747,6225,963117
Simona,Georgescu,2940706421078,6226,559045
Alina,Mihai,2550816043643,6227,814803
Eugen,Popa,1740625084281,6228,675795
Daniela,Ionescu,2651029350923,6229,231991
Alexandru,Dumitru,1730730275184,6230,048172
Ioana,Ionita,2821113391801,6231,686141
Costel,Oprea,1720927071498,6232,714270
Octavian,Dinu,1860322102868,6233,647299
Gabriel,Stancu,1801123214764,6234,789990
Doru,Vasile,5030509318942,6235,941386
Valentin,Ionescu,1961205385634,6236,900763
Maria,Popescu,2820428171241,6237,433007
Raluca,Dinu,2720330423721,6238,740894
Laura,Dragomir,6031004103585,6239,815615
Ana,Ionita,2801210318063,6240,810606
Alina,Dinu,2741010345579,6241,515708
Marius,Tudor,1841212046021,6242,743114
Marius,Oprea,1711108227833,6243,781407
Roxana,Barbu,2631029326088,6244,405962
Cristian,Mihai,1800124184252,6245,572036
Maria,Popa,2580622223201,6246,259175
Iulia,Georgescu,2821015325586,6247,315468
Elena,Stoica,2591208425140,6248,737697
Roxana,Popa,2840906176097,6249,846881
Alexandru,Ionescu,1571027220786,6250,368732
Marius,Constantin,1860712035325,6251,704349
Andreea,Mihai,2560327371475,6252,327078
Daniel,Dumitru,1790506022521,6253,784429
Viorica,Dinu,2900204346054,6254,679424
Costel,Popescu,1720629131893,6255,630213
Octavian,Dumitrache,1600413139298,6256,647252
Simona,Dobre,2800409129886,6257,725413
Gabriela,Radu,2931115083441,6258,582080
Liliana,Dragomir,2920809248362,6259,677037
Andreea,Constantin,6031007276488,6260,956607
Mihai,Gheorghe,1890528420721,6261,953049
Alina,Mihai,2700303095942,6262,261428
Corina,Dobre,2570211126404,6263,653621
Costel,Popa,1870813213312,6264,777038
Laura,Dumitrache,6040605128249,6265,743735
Cristina,Dumitrache,2690613099214,6266,061395
Ion,Tudor,1810811325508,6267,471275
Elena,Constantin,2710706302065,6268,103982
Octavian,Gheorghe,1880331359363,6269,079237
Dragos,Mihai,1851108076985,6270,098695
Iulian,Stoica,1730112043684,6271,989794
Iulian,Popescu,1700822395465,6272,570666
Mihai,Barbu,1680229089687,6273,503101
George,Ionescu,1811217426673,6274,101401
Raluca,Dobre,2731110156515,6275,725305
Iulia,Ionescu,2661119077245,6276,808107
Cristian,Ionescu,1880925368921,6277,722258
Costel,Stancu,5030126153159,6278,874260
Gabriela,Dumitrache,2850713025991,6279,498033
Daniela,Barbu,2940717215202,6280,600679
Iulian,Gheorghe,1691217194899,6281,352738
Iulia,Oprea,2800517035359,6282,622511
Iulia,Ionescu,2810415256492,6283,412261
Eugen,Georgescu,1600504333975,6284,541637
Adrian,Stancu,1831207130060,6285,664731
Victor,Popescu,1630805272845,6286,485550
Daniel,Popa,1820520345262,6287,259955
Ana,Popescu,6000702152779,6288,973174
Gabriel,Stoica,1560524229636,6289,694653
Marius,Popa,1660717314235,6290,539117
Laura,Oprea,2570822413835,6291,663623
Daniel,Popescu,1581231346107,6292,549852
Costel,Stoica,1840305276706,6293,510778
Gabriela,Stancu,2560331350566,6294,517308
Dragos,Dobre,5040921341919,6295,483386
Simona,Mihai,2561212015203,6296,645717
Dragos,Ionescu,1970928401045,6297,199958
Octavian,Stoica,1570719051320,6298,896583
Daniela,Dinu,2960513130367,6299,376915
Cristian,Gheorghe,1630409250739,6300,163929
Diana,Vasile,6040423045655,6301,846455
Alexandru,Popa,1800525122826,6302,602928
Roxana,Stancu,2950302127035,6303,927028
Stefan,Dragomir,1790109241690,6304,638330
Cristina,Barbu,2870831156248,6305,598435
Stefan,Stoica,1910515344136,6306,879962
Daniela,Gheorghe,2720321204372,6307,814182
Octavian,Georgescu,1850112337998,6308,417453
Liliana,Mihai,2770825287472,6309,933213
Daniela,Barbu,2640128205616,6310,379520
Viorica,Dinu,2750521245607,6311,450017
Simona,Dumitrache,2600309318628,6312,203879
Gabriel,Oprea,1820125173463,6313,635048
Cristian,Ionescu,1550721071285,6314,360393
Viorica,Radu,6041010175621,6315,974149
Alexandru,Dumitrache,1760325277960,6316,035765
Elena,Georgescu,2770126024033,6317,978651
Eugen,Ionescu,1600610408625,6318,995029
Marius,Gheorghe,1730808239511,6319,362457
Florin,Gheorghe,5041022273152,6320,314301
Roxana,Tudor,6030214198020,6321,540054
Marius,Georgescu,1891223040732,6322,064236
Laura,Dragomir,2950509235726,6323,121145
Cristian,Dumitru,1950217335170,6324,469178
Ana,Ionita,2820508299475,6325,054854
Ioana,Stancu,2641024425907,6326,971042
Raluca,Ionita,2651128034501,6327,579121
Alina,Radu,2610404047649,6328,125148
Valentin,Ionescu,1810502343881,6329,179671
Iulian,Popescu,1590102356841,6330,900846
Daniel,Vasile,1730815220273,6331,299748
Ioana,Ionita,2990730044118,6332,966274
Mihai,Gheorghe,1760815114599,6333,220441
Corina,Dobre,2831029289456,6334,059675
Doru,Dumitru,1810304017150,6335,959742
Andreea,Stancu,2630726353381,6336,637677
Gabriela,Georgescu,2990206094191,6337,433867
Simona,Gheorghe,2980305021606,6338,624326
Marius,Ionita,1870117160322,6339,978407
Victor,Gheorghe,5010705268231,6340,475014
Simona,Dumitru,2710729109447,6341,263364
Doru,Stoica,1670305308262,6342,518372
Alexandru,Ionita,5021129230631,6343,600624
Adrian,Constantin,1670305428202,6344,945251
Mihai,Constantin,1610224351157,6345,955792
Ion,Dumitrache,1840111289247,6346,907882
Alexandru,Barbu,1720710144478,6347,719261
Ana,Constantin,2690317128523,6348,455895
Dragos,Ionescu,5020126263541,6349,335873
Mihai,Oprea,1820818202500,6350,594652
Simona,Constantin,2951230346318,6351,872636
Elena,Dumitru,2890118133175,6352,134163
Dragos,Dobre,1890916218440,6353,033963
Florin,Dobre,5011128265912,6354,199594
Valentin,Dobre,1940822382548,6355,236363
Catalin,Ionita,1720828349047,6356,855508
Simona,Georgescu,2950103023290,6357,369654
Mihaela,Georgescu,2611126027843,6358,556848
Alina,Constantin,2920319080795,6359,305782
Cristina,Radu,2881115104479,6360,940798
Valentin,Barbu,1820909276809,6361,057342
Mihai,Tudor,1950331151329,6362,724858
Victor,Tudor,1630616346213,6363,451447
Mihaela,Ionescu,2870918098491,6364,094906
Daniel,Mihai,1780511263154,6365,568080
Viorica,Radu,2630706174183,6366,900445
Elena,Dinu,6021007338569,6367,931622
Ion,Radu,1940609157360,6368,506187
Victor,Radu,1990515211527,6369,214799
Elena,Oprea,2810629147391,6370,676612
Maria,Gheorghe,2730916345077,6371,366821
Raluca,Ionescu,2600107284405,6372,673306
Stefan,Vasile,1750125340447,6373,106658
Dragos,Radu,1810313077894,6374,760481
Daniela,Dobre,2730207267136,6375,735336
Gabriela,Stoica,2780515104708,6376,344051
Laura,Dinu,2580624151851,6377,540025
Florin,Tudor,1810909112952,6378,421299
Diana,Stoica,2880107046011,6379,243739
Catalin,Dobre,1571201265872,6380,969207
Laura,Barbu,2660426202727,6381,468477
Marius,Dumitrache,1881101088412,6382,466236
Adrian,Dinu,1830708351461,6383,370517
Florin,Ionita,1800307081687,6384,769135
Doru,Vasile,5000121113127,6385,403915
Eugen,Constantin,1730916124942,6386,578261
Elena,Georgescu,2950509066720,6387,770687
Mihaela,Constantin,2830110033401,6388,876865
Dragos,Tudor,1580601052776,6389,989190
Cristina,Dinu,2630319285469,6390,754042
Maria,Dumitrache,2650422075856,6391,001094
Octavian,Stoica,1750518395490,6392,820434
Dragos,Constantin,1580920347316,6393,995342
Mihai,Popescu,5040504147622,6394,593020
Daniel,Popescu,5021228208983,6395,398584
Viorica,Tudor,2991111235374,6396,283510
Cristina,Stoica,2640317348809,6397,628112
Dragos,Gheorghe,1671102177890,6398,174869
Mihaela,Popa,2840812087412,6399,831026
Alina,Stoica,2821117342605,6400,044661
Maria,Dinu,2810915285140,6401,320421
Cristina,Ionita,2850127182487,6402,497770
Dragos,Popa,1940709138740,6403,973666
Victor,Dumitru,1990414110612,6404,680897
Corina,Ionita,6020425105502,6405,542665
Roxana,Barbu,2651111340404,6406,173453
Gabriel,Stancu,1571101046641,6407,144987
Diana,Dragomir,6030120232881,6408,129242
Catalin,Vasile,1840213049440,6409,040191
Simona,Ionita,2941204024347,6410,410098
Raluca,Vasile,2930622387914,6411,312943
George,Constantin,1660912028151,6412,723836
Raluca,Tudor,2940621285567,6413,295572
Adrian,Vasile,1721103131573,6414,470939
Iulian,Popa,1840601139951,6415,444858
Ana,Dinu,2690202162510,6416,934803
Gabriel,Constantin,1980726086728,6417,087249
Ana,Dragomir,2760621238471,6418,067893
Mihai,Barbu,1801215410575,6419,890366
Octavian,Dragomir,1990818336735,6420,088306
Ana,Popescu,2900224362132,6421,724940
Adrian,Radu,1941007392654,6422,557687
Alina,Dumitrache,2810114230768,6423,379949
Liliana,Gheorghe,2771206256883,6424,411226
Gabriel,Dumitrache,1720626202224,6425,568255
Andreea,Popescu,2940721042188,6426,479767
Alina,Dumitrache,2730320178849,6427,297494
Octavian,Popescu,1750518373070,6428,248575
Roxana,Dinu,2950330047124,6429,792990
Gabriel,Oprea,1741015042993,6430,693465
Marius,Constantin,1720611123825,6431,399716
Mihai,Oprea,1900528089494,6432,992652
Alina,Tudor,2800905095751,6433,843464
Adrian,Radu,1950403248356,6434,900746
George,Mihai,1870915059590,6435,383391
Ioana,Dumitru,2850101064740,6436,086492
Laura,Mihai,2561128385521,6437,578969
Roxana,Barbu,2870404191413,6438,971361
Alexandru,Popescu,1880331344527,6439,160919
Viorica,Stancu,2851231298037,6440,233963
Daniel,Popescu,1601110274585,6441,819500
Alina,Constantin,2841129271552,6442,093667
Gabriela,Mihai,2881123029187,6443,880253
Doru,Dragomir,1880731027457,6444,934507
Andreea,Tudor,2610206145066,6445,775839
Costel,Barbu,1921223318914,6446,304454
Stefan,Tudor,1750212210555,6447,568910
Florin,Vasile,1871117200578,6448,273525
Raluca,Dumitrache,6000115163067,6449,419730
Costel,Gheorghe,1721201152332,6450,538091
Andreea,Dumitru,2850216323332,6451,512405
Iulian,Constantin,1980218140206,6452,592558
Diana,Ionescu,2980614395273,6453,761761
Iulia,Stancu,2640213378101,6454,105744
Ioana,Mihai,2660712107718,6455,488697
Mihai,Barbu,1670113317930,6456,005123
Florin,Stancu,1910329223695,6457,959099
Alexandru,Radu,1820910140079,6458,835913
Raluca,Dinu,2791213272016,6459,175135
Laura,Popescu,2570629216358,6460,828956
Adrian,Barbu,1861115019296,6461,688666
Eugen,Radu,1981212349531,6462,265194
Mihai,Radu,1700128350783,6463,538270
Corina,Barbu,2771016326876,6464,835118
Viorica,Dumitrache,2700712107504,6465,290992
Diana,Dobre,2990701304792,6466,666306
George,Ionita,1630422035832,6467,629792
Florin,Dinu,1740803307599,6468,883676
Diana,Popa,2890315174773,6469,852361
Elena,Stancu,2780907110331,6470,895486
Costel,Popa,1650412148283,6471,652856
Gabriel,Dumitrache,1600215135846,6472,243787
Elena,Popa,2940921116695,6473,999810
Daniel,Ionescu,1900930428858,6474,052056
Iulian,Tudor,1780317254940,6475,272596
Cristian,Ionita,1580422331219,6476,738514
Daniela,Ionescu,2750710264086,6477,440260
Cristian,Barbu,1930531165721,6478,450645
Octavian,Constantin,1570316096932,6479,791352
Marius,Radu,1771110300171,6480,126137
Iulia,Dinu,2890825037242,6481,586889
Eugen,Ionita,5021127382006,6482,040238
Iulian,Gheorghe,1810829336715,6483,750589
Octavian,Stancu,1800118232586,6484,677663
Liliana,Dumitrache,2930625401301,6485,923618
Raluca,Ionita,2730626305670,6486,789642
Eugen,Dumitrache,1681006103142,6487,585459
Daniel,Dinu,1901222354036,6488,396684
Ana,Barbu,2650729091781,6489,308589
Gabriela,Dinu,2760830045749,6490,614395
Iulia,Oprea,2610806362533,6491,635544
Marius,Barbu,1670525305257,6492,650201
Ioana,Popescu,2580805259540,6493,630672
Simona,Stancu,2971118264609,6494,498409
Florin,Barbu,1900321190725,6495,038501
Andreea,Gheorghe,2600315111639,6496,711990
Marius,Vasile,1550925134251,6497,089509
Octavian,Ionita,1840426339173,6498,894002
Iulian,Georgescu,5010814413426,6499,882305
Ioana,Ionita,2600119165150,6500,342857
Dragos,Stancu,1691214288844,6501,968673
Viorica,Georgescu,2961227111221,6502,209758
Liliana,Stoica,2760503088041,6503,600009
Alina,Gheorghe,6000603308907,6504,913753
Valentin,Tudor,1950411127320,6505,144882
Florin,Popescu,1971213123310,6506,275157
Ioana,Dumitrache,2850306245000,6507,961854
Dragos,Dumitrache,1890822187948,6508,120749
Florin,Ionita,1900112196891,6509,092528
Andreea,Dumitru,2860512342747,6510,594913
Viorica,Tudor,2620920284090,6511,964170
Iulian,Popescu,1990220047986,6512,923563
Stefan,Dinu,1640101109158,6513,280501
Maria,Tudor,2900916263354,6514,321694
Ana,Dobre,2590117346319,6515,823556
Marius,Stoica,1740424411396,6516,076380
Viorica,Ionescu,6011022402404,6517,782720
Liliana,Dumitrache,2650116154103,6518,349828
Mihaela,Popa,2930515401214,6519,425823
Gabriel,Oprea,1730323269967,6520,706117
Daniel,Popescu,1871223254633,6521,352135
Alexandru,Popescu,1810209271646,6522,193177
Corina,Dinu,2991024019917,6523,245671
Iulia,Dinu,2830720281590,6524,093117
Mihai,Dumitru,1680908155221,6525,227400
Daniela,Oprea,2791106377190,6526,102594
Andreea,Radu,6020408253785,6527,466732
Octavian,Ionita,1610522056190,6528,912821
Doru,Barbu,1710306036750,6529,062681
Costel,Stoica,1950718352090,6530,331129
Valentin,Dumitrache,1710712293255,6531,499856
Alexandru,Vasile,1861120099085,6532,696303
Gabriela,Dinu,2811203029107,6533,672023
Alina,Dinu,2770514015429,6534,418100
Mihaela,Constantin,2700610047788,6535,346307
Valentin,Barbu,1921110280580,6536,522147
Cristian,Gheorghe,1780804327820,6537,319586
Elena,Stoica,2751109422910,6538,335361
Victor,Popa,1910315327498,6539,456512
Gabriela,Popa,2780609044824,6540,319840
Alina,Oprea,2730609193072,6541,944605
Ana,Dumitrache,2801208314927,6542,476674
Eugen,Radu,1911029400459,6543,894836
Mihaela,Dinu,2680403166800,6544,327275
Marius,Vasile,1960425290563,6545,012617
Cristina,Popescu,2560818130702,6546,206070
Liliana,Oprea,2710415058984,6547,413338
Cristian,Oprea,1900612345565,6548,949108
Adrian,Dragomir,1930530231300,6549,075670
Elena,Constantin,2641030105171,6550,883460
Costel,Dumitru,1620728204394,6551,063141
Cristian,Dragomir,1890817046537,6552,398545
Cristian,Dumitru,1710327073862,6553,286760
Marius,Mihai,1811228280624,6554,615568
Catalin,Dumitru,1860110387903,6555,164632
George,Ionescu,1950519277263,6556,287395
Andreea,Dragomir,2610531402595,6557,868652
Mihai,Ionescu,1820719404350,6558,066954
Eugen,Tudor,1740417192010,6559,132290
Iulian,Ionita,1970612073698,6560,688254
Gabriela,Popa,2841221361113,6561,850134
Diana,Tudor,2750309089624,6562,150658
Alexandru,Popa,1660622251929,6563,753801
Daniel,Popa,1950807034657,6564,397871
Ioana,Dinu,2800425136394,6565,542132
Roxana,Barbu,2860820220833,6566,242367
Roxana,Dobre,2890107058723,6567,664875
Alina,Tudor,2830418324787,6568,099658
Maria,Popescu,2950201304142,6569,810867
Florin,Radu,5001112134586,6570,216975
Marius,Ionita,1550516265525,6571,912430
Iulian,Tudor,1871023201255,6572,048532
Ion,Tudor,1681014322179,6573,310871
Alina,Barbu,2591101136389,6574,695624
Elena,Dinu,2891114016075,6575,588568
Elena,Popa,2760223045731,6576,409164
Cristina,Ionescu,2700809160828,6577,791946
Florin,Barbu,1780221133793,6578,429409
Diana,Georgescu,2620330206778,6579,403486
Gabriel,Popa,1940604019877,6580,434033
Costel,Stoica,1580914208600,6581,505830
Ion,Radu,1720209220850,6582,387791
Maria,Oprea,2570510179367,6583,854385
Catalin,Radu,1720716079323,6584,766622
Ion,Popescu,1730504147891,6585,384989
Daniel,Dinu,1940920042404,6586,558210
Liliana,Stancu,2820919179911,6587,344002
Diana,Stancu,2780407162755,6588,662000
Raluca,Gheorghe,2870211266837,6589,303532
Alina,Tudor,2581213099806,6590,284959
Iulia,Mihai,2580612420728,6591,210648
Alexandru,Barbu,1650612290359,6592,326915
Mihai,Dinu,1640921218609,6593,391138
Mihai,Dobre,1800204389351,6594,515501
Daniela,Constantin,6040529245144,6595,744249
Alina,Ionescu,6021024366383,6596,038123
Raluca,Popescu,2621102197431,6597,456968
Mihaela,Dinu,2890923030686,6598,294867
Mihai,Ionescu,1701220067950,6599,474182
Cristian,Dumitrache,5010511016176,6600,009617
Cristian,Dinu,1770327255202,6601,392898
Corina,Dragomir,2650426021677,6602,133598
Valentin,Gheorghe,1621223045600,6603,823754
Adrian,Dragomir,1950430298983,6604,014714
Liliana,Dinu,2590908337686,6605,366781
Eugen,Georgescu,5000208103447,6606,868691
Ana,Ionescu,2840504286718,6607,353508
Maria,Stoica,2680902138471,6608,722155
Cristian,Barbu,1990811396510,6609,718809
Diana,Tudor,2730621191289,6610,121336
Elena,Dumitru,2680421043131,6611,155311
Mihai,Ionescu,1890410387011,6612,924176
Ion,Dumitru,1981028083088,6613,956860
